Sr. No.,State Code,State Name,District Name,District Code,Project Name,Project Code,Sector,Sector Code,AWC Name,Village Town,LGD Village Code /Town Code,AWC Code,Health Block,Block Code,Helath Sub centre,Helath Sub Centre Code
1110,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bharmar,02,Lohar Beh,Lohar Beh,009089,02024050213,,,,
1111,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bharmar,02,Palarie,SidhpurGar,009087,02024050214,,,,
1112,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bharmar,02,ShiboSthan,Bhermar Khas,009082,02024050215,,,,
1113,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bharmar,02,Sidhpur Ghar I,SidhpurGar,009087,02024050216,,,,
1114,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bharmar,02,Sidhpur Ghar II,SidhpurGar,009087,02024050217,,,,
1115,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bharmar,02,Sughal ,Maira,009085,02024050218,,,,
1116,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bharmar,02,Upper Maira ,Maira,009085,02024050219,,,,
1117,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bharmar,02,Zalun,Jhalun,009071,02024050220,,,,
1118,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Bandiyal I,Palakh,008775,02024050301,,,,
1119,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Bandiyal II,Plakh,008775,02024050302,,,,
1120,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Bhogarwan,Bhogarwan,008776,02024050303,,,,
1121,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Kothi,Kothi,008800,02024050304,,,,
1122,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Kumbh,Kumb Jhikli,008810,02024050305,,,,
1123,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Maholi,Mohali khas,008820,02024050306,,,,
1124,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Malal,Malal,008772,02024050307,,,,
1125,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Mand Bhogarwan,Mand Bhogarwan,008777,02024050308,,,,
1126,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Palakh,Palakh,008775,02024050309,,,,
1127,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Plakh I,Palakh,008775,02024050310,,,,
1128,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Patti,Patti,008805,02024050311,,,,
1129,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Pind Padhian I,Pind Padhian,008778,02024050312,,,,
1130,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Pind Padhian II,Pind Padhian,008778,02024050313,,,,
1131,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Rajgir I,Rajgir,008773,02024050314,,,,
1132,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Rajgir II,Rajgir,008773,02024050315,,,,
1133,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Bhogarwan,03,Sanjwan,Sanjwan,008774,02024050316,,,,
1134,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Banara,Bhaglahr I,009148,02024050401,,,,
1135,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Banara Zhonka,Bhaglahr I,009148,02024050402,,,,
1136,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Bari,Chalwara Khas,009155,02024050403,,,,
1137,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Bhaglar I,Bhaglahr I,009148,02024050404,,,,
1138,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Bhaglar II,Bhaglahr I,009148,02024050405,,,,
1139,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Butt,Kharota,009147,02024050406,,,,
1140,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Chalwara,Chalwara Khas,009155,"02024050407,",,,,
1141,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Chalwara II V,Kharota,009147,"02024050408,",,,,
1142,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Chabuan,Bhaglahr I,009148,"02024050409,",,,,
1143,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Chouki,Chalwara Khas,009155,"02024050410,",,,,
1144,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Duhgi,Duhngi,009153,"02024050411,",,,,
1145,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Kharad,Kharota,009147,"02024050412,",,,,
1146,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Kharota,Kharota,009147,"02024050413,",,,,
1147,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Kharota Chalwara,Chalwara Khas,009155,"02024050414,",,,,
1148,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Kharota II,Kharota,009147,"02024050415,",,,,
1149,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Khildu,Chalwara Khas,009155,"02024050416,",,,,
1150,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Mitran da Bazar,Chalwara Khas,009155,"02024050417,",,,,
1151,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Papahan,Kharota,009147,"02024050418,",,,,
1152,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Papahan II,Kharota,009147,"02024050419,",,,,
1153,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Papahan III,Papahan,009154,"02024050420,",,,,
1154,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Papahan V,Papahan,009154,"02024050421,",,,,
1155,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Samkehr,Chalwara Khas,009155,"02024050422,",,,,
1156,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Samkehr II,Papahan,009154,"02024050423,",,,,
1157,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Samkehr III,Papahan,009154,"02024050424,",,,,
1158,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Chalwara,04,Samkehr I,Chalwara Khas,009155,"02024050425,",,,,
1159,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Jagnoli IV,Jagnoli,008985,02024050507,,,,
1160,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Jagnoli II,Jagnoli,008985,02024050508,,,,
1161,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Jagnoli ,Jagnoli,008985,02024050511,,,,
1162,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Jagnoli I ,Jagnoli,008985,02024050512,,,,
1163,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Thehar Chatta ,Thehar,008990,02024050521,,,,
1164,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Bancharetty,Bancharahti,009039,02024050501,,,,
1165,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Bari,Bari khas,009000,02024050502,,,,
1166,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Bari II,Bari,009000,02024050503,,,,
1167,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Bhateki,Bhateki,008994,02024050504,,,,
1168,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Bhawara,Bhawara,008991,02024050505,,,,
1169,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Dameta,Dhameta Khas,008993,02024050506,,,,
1170,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Samkar,Samkar,008995,02024050518,,,,
1171,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Samkar II,Samkar,008995,02024050519,,,,
1172,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Tahra,Samkar,008995,02024050520,,,,
1173,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Hadwal,Hadwal,008996,02024050509,,,,
1174,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Hadwal II,Anoh,009003,02024050510,,,,
1175,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Manipur,Samkar,008995,02024050517,,,,
1176,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Jakhbah,Chandbah,008900,02024050513,,,,
1177,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Junat,Junat Kalan,008987,02024050514,,,,
1178,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Mandot,Barun,008988,02024050515,,,,
1179,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Dhameta,05,Mandot II,Mandhot,008986,02024050516,,,,
1180,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Balola,Sihal upperli,008981,02024050601,,,,
1181,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Bankhehar,Banker,008940,02024050602,,,,
1182,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Bassi,Kut,008938,02024050603,,,,
1183,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Chounki Hara,Chounki,008914,02024050605,,,,
1184,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Dakiara,Dakiara,008921,02024050606,,,,
1185,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Fatehpur,Fatehpur,008917,02024050607,,,,
1186,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Fatehpur II,Fatehpur,008917,02024050608,,,,
1187,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Ganod,kut,008938,02024050609,,,,
1188,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Hara,Hara,008978,02024050611,,,,
1189,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,khudial,Khadial,008937,02024050612,,,,
1190,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Kutt, Kut,008938,02024050613,,,,
1191,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Manoh,Manoh,008910,02024050614,,,,
1192,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Manoh II,Manoh,008910,02024050615,,,,
1193,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Nichla Hara I,Hara,008978,02024050616,,,,
1194,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Nichla Hara II,Hara,008978,02024050617,,,,
1195,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Pardah,Pardah,008817,02024050618,,,,
1196,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Radoh,Sunet Khas,008941,02024050619,,,,
1197,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Samlet,Samlet,008808,02024050620,,,,
1198,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Sunet II,Sunet Khas,008941,02024050621,,,,
1199,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Tutwan-Sihal,Sihal Jhikli,008982,02024050622,,,,
1200,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Upper Sihal,Sihal upperli,008981,02024050623,,,,
1201,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Batahri ,Batahri ,008828,02024050604,,,,
1202,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Fatehpur,06,Gholi,Gholi,008912,02024050610,,,,
1203,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Bale Da Peer ,Dhalwara,008562,02024050701,,,,
1204,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Dhalwara,Dhalwara,008562,02024050713,,,,
1205,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Larth ,Larth,008561,02024050720,,,,
1206,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Manhot,Manot,008565,02024050721,,,,
1207,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Nakodar,Nakodar,008561,02024050722,,,,
1208,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Banoli,Panola,009061,02024050702,,,,
1209,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07, Banoli II,Panola,009061,02024050703,,,,
1210,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Bassa ,Panola,009061,02024050704,,,,
1211,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Bhangoli ,Bhol Khas,009068,02024050705,,,,
1212,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Bhatoli ,Bhatoli,009079,02024050706,,,,
1213,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Bhol Khas ,Bhol Khas,009068,02024050707,,,,
1214,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Bhol Khas II,Bhol Khas,009068,02024050708,,,,
1215,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Chachian,Chachian,009060,02024050709,,,,
1216,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Chachian II,Chachian,009060,02024050710,,,,
1217,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Chakban (Mini) ,Chakwan,009066,02024050711,,,,
1218,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Chota Jeor II,Jior Khas,009072,02024050712,,,,
1219,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Harnera (Mini) ,Harnaira,009063,02024050714,,,,
1220,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Harnota,Harnota Khas,009074,02024050715,,,,
1221,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Harnota Pattan,Harnota Khas,009074,02024050716,,,,
1222,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Harnota W I,Harnota Khas,009074,02024050717,,,,
1223,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Jeor ,Jior Khas,009072,02024050718,,,,
1224,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Jinjpur Pharal,Jhinjpur,009069,02024050719,,,,
1225,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Harnota,07,Niyal,Nial,009080,02024050723,,,,
1226,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Badnar ,Badnar ,008944,02024050801,,,,
1227,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Banal,Banal,008971,02024050802,,,,
1228,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Barot,Barot,008955,02024050803,,,,
1229,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Batlahar ,Batlahar ,008942,02024050804,,,,
1230,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Buhal ,Buhal ,008924,02024050805,,,,
1231,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Chandred ,Chandred ,008932,02024050806,,,,
1232,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Gubbar,Gubbar,008950,02024050807,,,,
1233,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Hatli,Hatli,008824,02024050808,,,,
1234,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Hatli Ghatian ,Hatli Ghatian ,008824,02024050809,,,,
1235,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Hour Devi ,Hour Devi ,008947,02024050810,,,,
1236,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Hushiana ,Hushiana ,008951,02024050811,,,,
1237,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Kherian,Kherian,008948,02024050812,,,,
1238,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Khukhniara,Khukhniara,008961,02024050813,,,,
1239,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Moukhar, Moukhar,008952,02024050814,,,,
1240,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Nichla Barot  I,Barot,008955,02024050815,,,,
1241,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Nichla Barot II,Barot,008955,02024050816,,,,
1242,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Parol,Parol,008957,02024050817,,,,
1243,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Ringh,Ringh,008930,02024050818,,,,
1244,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Sarnourth,Sarnourth,008952,02024050819,,,,
1245,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Santwan,Santwan,008956,02024050820,,,,
1246,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Sukral (Mini) ,Sukral,008927,02024050821,,,,
1247,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Tuharad,Tuharad,008816,02024050822,,,,
1248,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Houri Devi,08,Zhumb ,Jhumb Khas,008963,02024050823,,,,
1249,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Bhanth,Bhanth,009029,02024050904,,,,
1250,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Chabber I,Chhaber,009026,02024050906,,,,
1251,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Chabber II,Chhaber,009026,02024050907,,,,
1252,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Giot I,Ghiot,009028,02024050908,,,,
1253,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Giot II,Ghiot,009028,02024050909,,,,
1254,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Har,Har,009030,02024050910,,,,
1255,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Sathana,Sathana,009031,02024050917,,,,
1256,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Anoh,Anoh,009003,02024050901,,,,
1257,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Baliara,Kutlehr,009013,02024050902,,,,
1258,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Behgurian,Siholi,009015,02024050905,,,,
1259,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Baliara II,Baliara,009014,02024050903,,,,
1260,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Lalwana,Lalwana,009017,02024050914,,,,
1261,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Mangarh,Kutlehr,009013,02024050915,,,,
1262,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Polian Kutlehr,Kutlehr,009013,02024050916,,,,
1263,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Siholi,Siholi,009015,02024050918,,,,
1264,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Khatiar,Khatiyar,009016,02024050911,,,,
1265,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Khatiar II,Khatiyar,009016,02024050912,,,,
1266,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Khatiyar,09,Kohlari,Kohlari,008902,02024050913,,,,
1267,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Mahalanta,10,Mandlai,Bagroli II,008999,02024051016,,,,
1268,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Bhatia Manhasa,Bhati Minhasa,008916,02024051002,,,,
1269,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Bhatia Riyala,Bhatti Rialian,008908,02024051003,,,,
1270,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Bhatia Samiyala,Bhatoli Samnialan,008860,02024051004,,,,
1271,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Bhatoli Pakwan,Bhatoli Pakwan,008906,02024051005,,,,
1272,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Chatral,Chhatral,008896,02024051006,,,,
1273,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Darot,Dharot,008907,02024051007,,,,
1274,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Diana,Malhanta,008846,02024051008,,,,
1275,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Jolly,Malhanta,008846,02024051009,,,,
1276,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Kasiyal,Kasial,008881,02024051010,,,,
1277,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Khadloh,Khadloh,008905,02024051011,,,,
1278,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Khod,Khor,008984,02024051012,,,,
1279,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Lohara Jamble,Jagnoli,008985,02024051013,,,,
1280,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Luthial,Ratriar,008886,02024051014,,,,
1281,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Mahalanta,Malhanta,008846,02024051015,,,,
1282,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Nagal,Nangal,008959,02024051018,,,,
1283,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Badiali ,Badiali ,008919,02024051001,,,,
1284,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Mohar,Mohar,008826,02024051017,,,,
1285,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Sunhara,Sunhara,008827,02024051019,,,,
1286,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Malhanta,10,Takwal,Takwal,008920,02024051020,,,,
1287,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Bherta,Bherta,008909,02024051101,,,,
1288,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Bherta II,Bherta,008909,02024051102,,,,
1289,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Ghalour,Galor,008876,02024051103,,,,
1290,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Jakhara ,Jakhara Khas,008969,02024051104,,,,
1291,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Jakhara II,Jakhara Khas,008969,02024051105,,,,
1292,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Lohara ,Lohara,008980,02024051106,,,,
1293,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Manjhar ,Manjhar,008979,02024051108,,,,
1294,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Bhungtial,Takoli Girthan ,008966,02024051109,,,,
1295,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Palli ,Palli,008974,02024051110,,,,
1296,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Paplah ,Paplah,008960,02024051111,,,,
1297,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Patta Brahmna ,Patta Brahmna ,008967,02024051112,,,,
1298,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Patta Jattian II,Patta Jattian ,008968,02024051113,,,,
1299,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Patta Jattian ,Patta Jattian ,008968,02024051114,,,,
1300,02,Himachal Pradesh,Kangra,024,Fatehpur,05,Patta Jatian,11,Saroli ,Saroli,008964,02024051115,,,,
