Sr. No.,State Code,State Name,District Name,District Code,Project Name,Project Code,Sector,Sector Code,AWC Name,Village Town,LGD Village Code /Town Code,AWC Code,Health Block,Block Code,Helath Sub centre,Helath Sub Centre Code
3099,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Bankadoli,Ban Karoli,008550,02024110378,,,,
3100,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Bharal,Rehan Khas ,008544,02024110379,,,,
3101,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Bhatoli Jhikali,Bhatoli ,008547,02024110380,,,,
3102,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Bhatoli Upperli,Bhatoli,008547,02024110381,,,,
3103,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Chamral,Chamral ,008545,02024110382,,,,
3104,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Chuhe Ka Talab,Rehan Khas,008544,02024110383,,,,
3105,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Dam Basti Muhala,Rehan Khas,008544,02024110384,,,,
3106,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Demosti Caloni,Rehan Khas ,008544,02024110385,,,,
3107,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Jharoli,Jharoli ,008603,02024110386,,,,
3108,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Kadana,Rehan Khas ,008544,02024110387,,,,
3109,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Kandor I,Kadana,008556,02024110388,,,,
3110,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Kandor II,Kadana ,008556,02024110389,,,,
3111,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Kandor III,Kadana ,008556,02024110390,,,,
3112,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Kandor IV,Kadana ,008556,02024110391,,,,
3113,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Kandor V,Kadana ,008556,02024110392,,,,
3114,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Kangar,Rehan Khas ,008544,02024110393,,,,
3115,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Laroonh I,Larhoon Khas ,008551,02024110394,,,,
3116,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Laroonh II,Larhoon Khas ,008551,02024110395,,,,
3117,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Minta,Minta ,008549,02024110396,,,,
3118,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Nanhooh I,Narnhun,008552,02024110397,,,,
3119,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Nanhoon  II,Narnhun ,008552,02024110398,,,,
3120,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Rehan I,Rehan Khas ,008544,02024110399,,,,
3121,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Rehan  II,Rehan Khas ,008544,02024110400,,,,
3122,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Rehan III,Rehan Khas ,008544,02024110401,,,,
3123,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Rehanian,Rehan Khas ,008544,02024110402,,,,
3124,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Road Khas,Rehan Khas ,008544,02024110403,,,,
3125,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Road Upper,Rehan Khas,008544,02024110404,,,,
3126,02,Himachal Pradesh,Kangra,024,Nurpur,11,Rehan ,13,Tartial,Rehan Khas ,008544,02024110405,,,,
3127,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Baret,Sanhalu ,008291,02024110406,,,,
3128,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Bhadki,Sadwan Khas ,008295,02024110407,,,,
3129,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Gujrer,Lakhwal,008297,02024110408,,,,
3130,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Gurchal ,Mamun Gurchhal ,008282,02024110409,,,,
3131,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Gurchal I,Mamun Gurchhal ,008282,02024110410,,,,
3132,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Gurchal II,Mamun Gurchhal ,008282,02024110411,,,,
3133,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Har,Har ,008304,02024110412,,,,
3134,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Khajan,Aundi Khas ,008316,02024110413,,,,
3135,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Khajan Upper,Aundi Khas ,008316,02024110414,,,,
3136,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Lakhwal I,Lakhwal ,008297,02024110415,,,,
3137,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Lakhwal II,Lakhwal ,008297,02024110416,,,,
3138,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Madanpur,Madanpur ,008290,02024110417,,,,
3139,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Mehla,Mehrka ,008283,02024110418,,,,
3140,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Mehrka I,Mehrka ,008383,02024110419,,,,
3141,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Mehrka II,Maihla ,008271,02024110420,,,,
3142,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Niyar,Niar ,008321,02024110421,,,,
3143,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Sadwan,Sadwan Khas ,008295,02024110422,,,,
3144,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Samula,Samula ,008249,02024110423,,,,
3145,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Sanoh,Sanoh ,008284,02024110424,,,,
3146,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Thehad,Ther Khas ,008301,02024110425,,,,
3147,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sadwan ,14,Thehad II Mini,Ther Khas ,008301,02024110426,,,,
3148,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Balara,Lohar Pura ,008307,02024110427,,,,
3149,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Balara Mini,Lohar Pura ,008307,02024110428,,,,
3150,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Bardi,Bardi ,008318,02024110429,,,,
3151,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Chho,Chho,008279,02024110430,,,,
3152,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Devbharari I,Dev Bharari ,008308,02024110431,,,,
3153,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Devbharari II,Dev Bharari ,008308,02024110432,,,,
3154,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Gatla,Har Ther ,008302,02024110433,,,,
3155,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Khwara,Khowara,008275,02024110434,,,,
3156,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Kohladhulyal,Ther Khas,008301,02024110435,,,,
3157,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Kukher,Kukher ,008300,02024110436,,,,
3158,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Lakhnat,Lakhnat ,008277,02024110437,,,,
3159,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Loharpura I,Lohar Pura ,008307,02024110438,,,,
3160,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Loharpura II,Lohar Pura ,008307,02024110439,,,,
3161,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Malkwal,Malkwal ,008273,02024110440,,,,
3162,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Manohara,Hatli ,008305,02024110441,,,,
3163,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Nera,Nera ,008303,02024110442,,,,
3164,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Simbli,Simbli ,008299,02024110443,,,,
3165,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Suliali I,Suliali ,008306,02024110444,,,,
3166,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Suliali II,Suliali,008306,02024110445,,,,
3167,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Suliali III,Suliali ,008306,02024110446,,,,
3168,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Suliali IV,Suliali ,008306,02024110447,,,,
3169,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Ther I,Ther Khas,008301,02024110448,,,,
3170,02,Himachal Pradesh,Kangra,024,Nurpur,11,Sulyali,15,Ther II,Ther Khas,008301,02024110449,,,,
3171,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BANDU,Bandu,011827,02024120101,,,,
3172,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BANDVIHAR,Bihar,011830,02024120102,,,,
3173,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BANDVIHAR II,Bihar,011830,02024120103,,,,
3174,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BANURI,Banuri,011836,02024120104,,,,
3175,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BANURI II,Banuri Khas,011834,02024120105,,,,
3176,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BATAHAN,Batahan,011824,02024120106,,,,
3177,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BHARMAT,Bharmat Uprli,011837,02024120107,,,,
3178,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BHARWANA,Bharwana,011821,02024120108,,,,
3179,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,BHARWANA AT BHUAINA,Bharwana,011821,02024120109,,,,
3180,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,CHUDHRER,Chudhrehar,011672,02024120110,,,,
3181,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,DARGEEL,Dargil,011831,02024120111,,,,
3182,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,GAHAR,Gahr,011825,02024120112,,,,
3183,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,GUREHAR,Gunehar,012056,02024120113,,,,
3184,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,HANDOLPATT,Handal,010785,02024120114,,,,
3185,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,JALEHAR,Jhalrehar,011835,02024120115,,,,
3186,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,KANDHARAL,Kandharal,011820,02024120116,,,,
3187,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,LAMEHAR,Lamlehr,011823,02024120117,,,,
3188,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,MATEHAR,Matehr,011833,02024120118,,,,
3189,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,MOLICHAKK-1,Moli Chak,011832,02024120119,,,,
3190,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,MOLICHAKK-II,Moli Chak,011832,02024120120,,,,
3191,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,MUHAL HOLTA,Holta,011838,02024120121,,,,
3192,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,SALIANA,Saliana,011819,02024120122,,,,
3193,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,THARU,Thehra,010373,02024120123,,,,
3194,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,UPPER BHARMAT,Bharmat Uparli,011837,02024120124,,,,
3195,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,UPPER MOLICHAKK,Moli Chak,011832,02024120125,,,,
3196,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Banuri,01,USTEHAR,Ustehr,011829,02024120126,,,,
3197,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,AMBOTU,Ambotu,011258,02024120201,,,,
3198,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,BANGHAT,Bhangiar,011646,02024120202,,,,
3199,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,BARKARI,Bar,011315,02024120203,,,,
3200,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,BHAMBHER,Bhamehr,011773,02024120204,,,,
3201,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,BHUANA,Bhuana,011781,02024120205,,,,
3202,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,CHOWKI,Chalohi,011922,02024120206,,,,
3203,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,DHANDERA,Dhandera,011956,02024120207,,,,
3204,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,DRUG,Darug,011957,02024120208,,,,
3205,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,GHER,Gher,010391,02024120209,,,,
3206,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,KAILASHPUR,Kailashpur,011776,02024120210,,,,
3207,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,KANGRI,Kangri,011775,02024120211,,,,
3208,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,KHAAJURNOO,Khajurnun,011474,02024120212,,,,
3209,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,KOSAV,Kosab,011770,02024120213,,,,
3210,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,LOWER DRUG,Darug,011957,02024120214,,,,
3211,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,MACHHUHIN,Machhoi,011779,02024120215,,,,
3212,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,MAKOL,Makol,011772,02024120216,,,,
3213,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,MOON,Moon,011958,02024120217,,,,
3214,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,PROLTU,Paloti,010381,02024120218,,,,
3215,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,SANHALA,Samiala,012061,02024120219,,,,
3216,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,UPPER AMBOTU,Ambotu,011782,02024120220,,,,
3217,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Bhuhana,02,UPPER KAILASHPUR,Kailashpur,011776,02024120221,,,,
3218,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,BAN BHULLANA,Ban Bhulana,011960,02024120301,,,,
3219,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,BHIRDI,Bhirdi,011996,02024120302,,,,
3220,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,BHUNKHER,Bhunkher,011889,02024120303,,,,
3221,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,CHAMBE DA BEHRU,Chambe da behru,011961,02024120304,,,,
3222,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,CHORDU,Chordu,011971,02024120305,,,,
3223,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,DALWAN CHANGEHAR,Changna,011998,02024120306,,,,
3224,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,DHANGOR,Doli Kalan,011968,02024120307,,,,
3225,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,DOLI KALAN,Doli Kalan,011968,02024120308,,,,
3226,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,DOLI KHURD,Doli Khurd,011969,02024120309,,,,
3227,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,DUHAKI,Duhaki,011673,02024120310,,,,
3228,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,JANAS,Jans Pnera,011964,02024120311,,,,
3229,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,LOWER NANWAR,Nanwar,011967,02024120312,,,,
3230,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,LOWER SALEHRA,Salehra,011970,02024120313,,,,
3231,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,MAJHEHAR,Majher,011965,02024120314,,,,
3232,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,MEHLA,Mehla,011999,02024120315,,,,
3233,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,NANWAR,Nanwar,011967,02024120316,,,,
3234,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,PANERA CHANGAN,Changna,011998,02024120317,,,,
3235,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,RAJINDER NAGAR,Rajindar Nagar,011974,02024120318,,,,
3236,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,SALEHRA,Salehra,011970,02024120319,,,,
3237,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,SIHUN BUDKUT,Barkut,011997,02024120320,,,,
3238,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,SIMBAL,Simbal,011959,02024120321,,,,
3239,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,TROHAN,Simbal,011959,02024120322,,,,
3240,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Chadhiar,03,UPPER SALEHRA,Salehra,011970,02024120323,,,,
3241,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,ANDORA,Andror,011761,02024120401,,,,
3242,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,BAGEHAR,Bagehr,011795,02024120402,,,,
3243,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,BAHRU,Bahru,011801,02024120403,,,,
3244,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,BALLU,Balu,011818,02024120404,,,,
3245,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,BAROHAL,Barohal,011790,02024120405,,,,
3246,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,BAROHAL II,Barohal,011790,02024120406,,,,
3247,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,DARATI,Darati,011496,02024120407,,,,
3248,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,GADIARA,Gadiara,011791,02024120408,,,,
3249,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,GADIARA II,Gadiara,011737,02024120409,,,,
3250,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,LADOH,Ladoh,011793,02024120410,,,,
3251,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,LADOH II AT DALIP NAGAR,Ladoh,011793,02024120411,,,,
3252,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,LADOH HARIJAN BASTI,Ladoh,011793,02024120412,,,,
3253,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,LAHMAN,Lahaman,011762,02024120413,,,,
3254,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,LOWER LADOH,Ladoh,011793,02024120414,,,,
3255,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,MAJHENU,Majhenu,011796,02024120415,,,,
3256,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,MAJHENU II,Majhenu,011796,02024120416,,,,
3257,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,NADALI,Nadli,011769,02024120417,,,,
3258,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,PANCHRUKHI,Saliana,011819,02024120418,,,,
3259,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,PARNOH,Parnoh,011792,02024120419,,,,
3260,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,RAM NAGAR,Ram Nagar,011763,02024120420,,,,
3261,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,RANGRU,Rangru,011768,02024120421,,,,
3262,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,SIMBAL KHOLA,Simbal Khola,011759,02024120422,,,,
3263,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,SIMBAL KHOLA 2,Simbal Khola,011759,02024120423,,,,
3264,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,TATEHAL,Tatehl,011756,02024120424,,,,
3265,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,THAKURDWARA,Thakurdwara,011794,02024120425,,,,
3266,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,TIKKAR 1,Tikkar Khas,011760,02024120426,,,,
3267,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,TIKKAR 2,Tikkar,010782,02024120427,,,,
3268,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Panchrukhi,04,Gadiyara 3 (mini),Gadiara,011637,02024120428,,,,
3269,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,AGOJAR,Agoja Khas,011785,02024120501,,,,
3270,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,ANDRETTA,Andreta,011787,02024120502,,,,
3271,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,ANDRETTA II,Chakban andreta,011786,02024120503,,,,
3272,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,BHADUHANI AGOJAR,Agoja Khas,011785,02024120504,,,,
3273,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,BIARA,Biara,011788,02024120505,,,,
3274,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,CHAK BAN,Chakban,011808,02024120506,,,,
3275,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,CHALUHI,Chalohi,011922,02024120507,,,,
3276,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,CHHAHWAN,Chhahbah,011929,02024120508,,,,
3277,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,CHHATTAR,Chhatar,011789,02024120509,,,,
3278,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,CHOHATPATT,Chhahbah,011929,02024120510,,,,
3279,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,GANOH,Ganoh,011920,02024120511,,,,
3280,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,HARDI,Hardi,011923,02024120512,,,,
3281,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,JANEHAR,Janehar,011926,02024120513,,,,
3282,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,KALYANA,Kaliana,011935,02024120514,,,,
3283,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,KARORI,Karoh,010376,02024120515,,,,
3284,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,KUDLI,Khudli,011914,02024120516,,,,
3285,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,KOTHI BIARA,Kothi,011729,02024120517,,,,
3286,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,LOWER BIARA,Biara,011788,02024120518,,,,
3287,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,LOWER CHHATTAR,Chhatar,011789,02024120519,,,,
3288,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,LOWER RAJOT,Rajot Buhla,011924,02024120520,,,,
3289,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,LOWER AGOJAR,Agoja Khas,011785,02024120521,,,,
3290,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,MIRGAN,Agoja Khas,011785,02024120522,,,,
3291,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,RAKKAR BHERI,Rakar Bheri,011917,02024120523,,,,
3292,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,SAGOOR,Sagoor Khas,011931,02024120524,,,,
3293,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,UMRALI,Umrali,011930,02024120525,,,,
3294,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajot,05,UPPER RAJOT,Rajot Uparla,011918,02024120526,,,,
3295,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,BADEHAR,Badehr,011807,02024120601,,,,
3296,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,BAHRU,Bahru,011801,02024120602,,,,
3297,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,BAHRU II,Bahru,011801,02024120603,,,,
3298,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,CHANDROPA,Chandropa,011804,02024120604,,,,
3299,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,DEOGRAN,Pati,010645,02024120605,,,,
3300,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,DOHAL,Dohal,011806,02024120606,,,,
3301,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,GORTA,Gorat,011811,02024120607,,,,
3302,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,HOLSU,Holsu,011800,02024120608,,,,
3303,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,JANDERA,Jandera,011318,02024120609,,,,
3304,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,KHANDEKHA,Jandehra,011810,02024120610,,,,
3305,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,LOWER TANDA PARLA,Tanda,011559,02024120611,,,,
3306,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,MARANDA KHAS,Maranda,011651,02024120612,,,,
3307,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,PALLAH,Palahu,011809,02024120613,,,,
3308,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,PANTEHAR,Pandtehr,011941,02024120614,,,,
3309,02,Himachal Pradesh,Kangra,024,Panchrukhi,12,Rajpur,06,PATTI,Pati,010645,02024120615,,,,
